movie_name,target,movie_description,id
Hunted,0,"A gang of young thieves in the midst of a home robbery get more than they bargained for when they are captured by the property owners. Attacked and bound by their captors, they are spirited away from the home and released in the middle of nowhere tracked, hunted and to be killed like animals. Pursued by bloodhounds and a heavily armed family, the resourceful thieves will not die without a fight. Hunted is a seriously suspenseful action-thriller.",133530249568308482777867126531169549670
Fast & Furious,0,"When a crime brings them back to the mean streets of Los Angeles, fugitive ex-convict Dom Toretto (Vin Diesel) and agent Brian O'Conner (Paul Walker) reignite their high-octane feud. However, when a common enemy rears his head, Dom and Brian must learn how to work together and trust one another in order to defeat him.",133530255114279858776370758079246073190
Guardians of the Galaxy,0,"Brash space adventurer Peter Quill (Chris Pratt) finds himself the quarry of relentless bounty hunters after he steals an orb coveted by Ronan, a powerful villain. To evade Ronan, Quill is forced into an uneasy truce with four disparate misfits: gun-toting Rocket Raccoon, treelike-humanoid Groot, enigmatic Gamora, and vengeance-driven Drax the Destroyer. But when he discovers the orb's true power and the cosmic threat it poses, Quill must rally his ragtag group to save the universe.",133530278882728613055672036142431173990
Star Wars: Episode I -- The Phantom Menace,0,"Obi-Wan Kenobi (Ewan McGregor) is a young apprentice Jedi knight under the tutelage of Qui-Gon Jinn (Liam Neeson) ; Anakin Skywalker (Jake Lloyd), who will later father Luke Skywalker and become known as Darth Vader, is just a 9-year-old boy. When the Trade Federation cuts off all routes to the planet Naboo, Qui-Gon and Obi-Wan are assigned to settle the matter.",133530285220981614196819043625947200870
The Equalizer,0,"Robert McCall (Denzel Washington), a man of mysterious origin who believes he has put the past behind him, dedicates himself to creating a quiet new life. However, when he meets Teri (Chloë Grace Moretz), a teenager who has been manhandled by violent Russian mobsters, he simply cannot walk away. With his set of formidable skills, McCall comes out of self-imposed retirement and emerges as an avenging angel, ready to take down anyone who brutalizes the helpless.",133530291559234615337966051109463227750
Spider-Man: Far From Home,0,"Peter Parker's relaxing European vacation takes an unexpected turn when Nick Fury shows up in his hotel room to recruit him for a mission. The world is in danger as four massive elemental creatures -- each representing Earth, air, water and fire -- emerge from a hole torn in the universe. Parker soon finds himself donning the Spider-Man suit to help Fury and fellow superhero Mysterio stop the evil entities from wreaking havoc across the continent.",133530297105205991336469682657539751270
Drive,0,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.",133530303443458992477616690141055778150
Captain America: The First Avenger,0,"It is 1941 and the world is in the throes of war. Steve Rogers (Chris Evans) wants to do his part and join America's armed forces, but the military rejects him because of his small stature. Finally, Steve gets his chance when he is accepted into an experimental program that turns him into a supersoldier called Captain America. Joining forces with Bucky Barnes (Sebastian Stan) and Peggy Carter (Hayley Atwell), Captain America leads the fight against the Nazi-backed HYDRA organization.",133530308989430368476120321689132301670
Red Notice,0,"In the world of international crime, an Interpol agent attempts to hunt down and capture the world's most wanted art thief.",133530315327683369617267329172648328550
Kick-Ass,0,"Using his love for comics as inspiration, teenager Dave Lizewski (Aaron Johnson) decides to reinvent himself as a superhero -- despite a complete lack of special powers. Dave dons a costume, dubs himself ""Kick-Ass,"" and gets to work fighting crime. He joins forces with the father/daughter vigilante team of Big Daddy and Hit Girl, then befriends another fledgling crime-fighter called Red Mist (Christopher Mintz-Plasse), but a scheming mobster soon puts their alliance to the test.",133530333550160747898064975687756905830
Mortal Kombat,0,"In ""Mortal Kombat,"" MMA fighter Cole Young, accustomed to taking a beating for money, is unaware of his heritage--or why Outworld's Emperor Shang Tsung has sent his best warrior, Sub-Zero, an otherworldly Cryomancer, to hunt Cole down. Fearing for his family's safety, Cole goes in search of Sonya Blade at the direction of Jax, a Special Forces Major who bears the same strange dragon marking Cole was born with. Soon, he finds himself at the temple of Lord Raiden, an Elder God and the protector of Earthrealm, who grants sanctuary to those who bear the mark. Here, Cole trains with experienced warriors Liu Kang, Kung Lao and rogue mercenary Kano, as he prepares to stand with Earth's greatest champions against the enemies of Outworld in a high stakes battle for the universe. But will Cole be pushed hard enough to unlock his arcana--the immense power from within his soul--in time to save not only his family, but to stop Outworld once and for all?",133530339888413749039211983171272932710
Suicide Squad,0,"Figuring they're all expendable, a U.S. intelligence officer decides to assemble a team of dangerous, incarcerated supervillains for a top-secret mission. Now armed with government weapons, Deadshot (Will Smith), Harley Quinn (Margot Robbie), Captain Boomerang, Killer Croc and other despicable inmates must learn to work together. Dubbed Task Force X, the criminals unite to battle a mysterious and powerful entity, while the diabolical Joker (Jared Leto) launches an evil agenda of his own.",133530361280017627890583133428139523430
Captain America: Civil War,0,"Political pressure mounts to install a system of accountability when the actions of the Avengers lead to collateral damage. The new status quo deeply divides members of the team. Captain America (Chris Evans) believes superheroes should remain free to defend humanity without government interference. Iron Man (Robert Downey Jr.) sharply disagrees and supports oversight. As the debate escalates into an all-out feud, Black Widow (Scarlett Johansson) and Hawkeye (Jeremy Renner) must pick a side.",133530367618270629031730140911655550310
Watchmen,0,"In an alternate 1985 America, costumed superheroes are part of everyday life. When one of his former comrades is murdered, masked vigilante Rorschach (Jackie Earle Haley) uncovers a plot to kill and discredit all past and present superheroes. As he reconnects with his retired associates, only one of which has true powers, Rorschach glimpses a far-reaching conspiracy involving their shared past and catastrophic consequences for the world's future.",133530379502495006171380779943248100710
Spiderhead,0,"In a state-of-the-art penitentiary run by brilliant visionary Steve Abnesti (Chris Hemsworth), inmates wear a surgically attached device that administers dosages of mind-altering drugs in exchange for commuted sentences. There are no bars, no cells, or orange jumpsuits. In Spiderhead, incarcerated volunteers are free to be themselves. Until they're not. At times, they're a better version. Need to lighten up? There's a drug for that. At a loss for words? There's a drug for that, too. But when two subjects, Jeff (Miles Teller) and Lizzy (Jurnee Smollett), form a connection, their path to redemption take a twistier turn, as Abnesti's experiments start to push the limits of free will altogether.",133530385840748007312527787426764127590
